feature|observation|otype|sindiv
d1b1d48e-931d-48f6-9847-c6e7f807b799|Armstrong 8.56A|Statement|d68fef4d-1b2e-4224-be0f-82e7ce2e5044
d1b1d48e-931d-48f6-9847-c6e7f807b799|satyr|e5715d1a-5b54-4030-9aa1-1d3a6b474af2|nan
d1b95a6d-c012-44fd-8292-2084d1f6cb00|blossom|101a0b9d-2623-428b-0232-7f8347cfc3fa|nan
d21d950b-7c67-4603-b675-8d6bedc24747|medallion|101a0b9d-2623-428b-0246-7f8347cfc3fa|nan
d21d950b-7c67-4603-b675-8d6bedc24747|lion|101a0b9d-2623-428b-0031-7f8347cfc3fa|nan
d22583ae-9785-42c2-ac81-d9220c0e6f8a|Armstrong 8.101|Statement|90632a7f-020e-4c1d-afc0-e035f1913b03
d22583ae-9785-42c2-ac81-d9220c0e6f8a|helmet|101a0b9d-2623-428b-0167-7f8347cfc3fa|nan
d22583ae-9785-42c2-ac81-d9220c0e6f8a|woman|101a0b9d-2623-428b-0004-7f8347cfc3fa|nan
d22583ae-9785-42c2-ac81-d9220c0e6f8a|breast-band|101a0b9d-2623-428b-0206-7f8347cfc3fa|nan
d22583ae-9785-42c2-ac81-d9220c0e6f8a|peplos|101a0b9d-2623-428b-0217-7f8347cfc3fa|nan
d22583ae-9785-42c2-ac81-d9220c0e6f8a|Victoria|101a0b9d-2623-428b-0117-7f8347cfc3fa|nan
d22583ae-9785-42c2-ac81-d9220c0e6f8a|Löwenstein Victoria I|Statement|3f4bfb7e-de57-44f5-ace2-aba988406428
d22583ae-9785-42c2-ac81-d9220c0e6f8a|palm branch|101a0b9d-2623-428b-0065-7f8347cfc3fa|nan
d2b5b480-c312-4bc4-960c-25f55a576462|woman|101a0b9d-2623-428b-0004-7f8347cfc3fa|nan
d2b5b480-c312-4bc4-960c-25f55a576462|Armstrong 8.99|Statement|ae04fbe4-d1e5-403f-a52c-a89324351cc7
d2b5b480-c312-4bc4-960c-25f55a576462|palm branch|101a0b9d-2623-428b-0065-7f8347cfc3fa|nan
d2b5b480-c312-4bc4-960c-25f55a576462|Löwenstein Victoria II|Statement|9a2802d1-69d6-4c93-85f9-8677f3b19c62
d2b5b480-c312-4bc4-960c-25f55a576462|breast-band|101a0b9d-2623-428b-0206-7f8347cfc3fa|nan
d2b5b480-c312-4bc4-960c-25f55a576462|helmet|101a0b9d-2623-428b-0167-7f8347cfc3fa|nan
d2b5b480-c312-4bc4-960c-25f55a576462|peplos|101a0b9d-2623-428b-0217-7f8347cfc3fa|nan
d2b5b480-c312-4bc4-960c-25f55a576462|Victoria|101a0b9d-2623-428b-0117-7f8347cfc3fa|nan
d2dbdf9b-2738-4125-a340-111fc6b63ffd|Armstrong 8.195|Statement|27a000d5-cee3-412d-9810-396bc7852a47
d2dbdf9b-2738-4125-a340-111fc6b63ffd|woman|101a0b9d-2623-428b-0004-7f8347cfc3fa|nan
d2dbdf9b-2738-4125-a340-111fc6b63ffd|Löwenstein Heilung der Blutflüssigen B|Statement|f5d7071e-00ff-4674-9dae-b8f93b15d371
d2dbdf9b-2738-4125-a340-111fc6b63ffd|Christ|101a0b9d-2623-428b-0120-7f8347cfc3fa|nan
d2dbdf9b-2738-4125-a340-111fc6b63ffd|woman with the issue of blood|101a0b9d-2623-428b-0136-7f8347cfc3fa|nan
d2dbdf9b-2738-4125-a340-111fc6b63ffd|mantle|101a0b9d-2623-428b-0214-7f8347cfc3fa|nan
d2dbdf9b-2738-4125-a340-111fc6b63ffd|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
d2dc64e6-e4bf-4961-b65d-7bf7642b8ff5|lioness|101a0b9d-2623-428b-0032-7f8347cfc3fa|nan
d2dc64e6-e4bf-4961-b65d-7bf7642b8ff5|Armstrong 6.46|Statement|5f4553dd-7c09-485f-a182-59e31051a691
d334bc01-c011-4303-8acc-74ceffef569f|Armstrong 6.12|Statement|6234e07d-7fc0-48c8-ba57-5deea596fe47
d334bc01-c011-4303-8acc-74ceffef569f|lion|101a0b9d-2623-428b-0031-7f8347cfc3fa|nan
d34b528f-c8ea-44d2-a3ee-9b803e9aad1f|spear|101a0b9d-2623-428b-0172-7f8347cfc3fa|nan
d34b528f-c8ea-44d2-a3ee-9b803e9aad1f|Armstrong 7.50|Statement|25920a83-a3bf-44df-a7b7-b0b2cfc8b7e8
d367fc77-c753-4610-a53c-4830f1ab5387|animal|6ccb869c-2356-440c-b94a-ab2e607ab883|nan
d367fc77-c753-4610-a53c-4830f1ab5387|men|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
d37288f5-294c-4d72-a3d7-4385f268d36c|Good Shepherd|101a0b9d-2623-428b-0123-7f8347cfc3fa|nan
d37288f5-294c-4d72-a3d7-4385f268d36c|Armstrong 8.193|Statement|127da17d-a75b-4593-8537-877ab5bda870
d37288f5-294c-4d72-a3d7-4385f268d36c|ram|101a0b9d-2623-428b-0038-7f8347cfc3fa|nan
d37288f5-294c-4d72-a3d7-4385f268d36c|short belted tunic|101a0b9d-2623-428b-0219-7f8347cfc3fa|nan
d37288f5-294c-4d72-a3d7-4385f268d36c|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
d37288f5-294c-4d72-a3d7-4385f268d36c|phrygian cap|101a0b9d-2623-428b-0218-7f8347cfc3fa|nan
d37288f5-294c-4d72-a3d7-4385f268d36c|tunic|101a0b9d-2623-428b-0223-7f8347cfc3fa|nan
d3e1cd49-ac89-4a78-9245-8bc2658d0055|bear|101a0b9d-2623-428b-0009-7f8347cfc3fa|nan
d3e1cd49-ac89-4a78-9245-8bc2658d0055|Armstrong 6.83|Statement|5cd04b65-7714-4361-a1df-97fc17c9fc5c
d43edb6c-839e-4815-96c9-cb6f5324339a|leaf|101a0b9d-2623-428b-0060-7f8347cfc3fa|nan
d43edb6c-839e-4815-96c9-cb6f5324339a|Armstrong 3.22|Statement|1ab34b36-5118-4e55-95a6-019472e02243
d443e21e-e7f7-4148-b20c-7f9b20b64297|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
d443e21e-e7f7-4148-b20c-7f9b20b64297|Cantharus|101a0b9d-2623-428b-0178-7f8347cfc3fa|nan
d4548a39-680c-4dfb-af8a-0aca716356eb|concentric circles|101a0b9d-2623-428b-0238-7f8347cfc3fa|nan
d4d94744-239b-4920-979f-a17c5632fec3|centaur|101a0b9d-2623-428b-0073-7f8347cfc3fa|nan
d4d94744-239b-4920-979f-a17c5632fec3|Löwenstein Übergabe Achills an Chiron|Statement|f203c9a3-d163-42cc-8a9e-47c779b8c15b
d4d94744-239b-4920-979f-a17c5632fec3|Armstrong 9.3A-D|Statement|d88d0b2a-7a69-4e0b-9326-5d7744cb58fd
d4d94744-239b-4920-979f-a17c5632fec3|Chiron|101a0b9d-2623-428b-0075-7f8347cfc3fa|nan
d4f99832-f4ef-4f9b-b3f8-ac5a2af17468|Hayes 28|Statement|nan
d4f99832-f4ef-4f9b-b3f8-ac5a2af17468|chevron|101a0b9d-2623-428b-0233-7f8347cfc3fa|nan
d4f99832-f4ef-4f9b-b3f8-ac5a2af17468|Hayes 105|Statement|nan
d4f99832-f4ef-4f9b-b3f8-ac5a2af17468|concentric circle|101a0b9d-2623-428b-0238-7f8347cfc3fa|nan
d52398ee-00e1-410e-8aef-fba1772f5dcd|woman|101a0b9d-2623-428b-0004-7f8347cfc3fa|nan
d52398ee-00e1-410e-8aef-fba1772f5dcd|Venus|101a0b9d-2623-428b-0116-7f8347cfc3fa|nan
d52398ee-00e1-410e-8aef-fba1772f5dcd|Armstrong 8.36|Statement|59a99782-74bd-498d-9f1a-3789da43049c
d52398ee-00e1-410e-8aef-fba1772f5dcd|Löwenstein Venus II|Statement|2dea40ce-7675-4a7e-98f8-0027e4b0748b
d5302322-4384-4c28-84ee-19026bd7dd5a|arch|101a0b9d-2623-428b-0184-7f8347cfc3fa|nan
d588c7fa-4c19-41c6-be59-2b5aac20b203|Hayes 1|Statement|9db8aeba-e99c-4f7d-9145-011ef086c5e3
d588c7fa-4c19-41c6-be59-2b5aac20b203|palm branch|101a0b9d-2623-428b-0065-7f8347cfc3fa|nan
d5b3e39a-84bc-4153-97c8-3cca458c2717|triangle|101a0b9d-2623-428b-0253-7f8347cfc3fa|nan
d5de941c-2f2d-4dec-8b1d-e9de43cbcb2f|lioness|101a0b9d-2623-428b-0032-7f8347cfc3fa|nan
d5de941c-2f2d-4dec-8b1d-e9de43cbcb2f|panther|101a0b9d-2623-428b-0034-7f8347cfc3fa|nan
d6142ff1-9326-401d-a38b-8f37541b61b4|shield|101a0b9d-2623-428b-0171-7f8347cfc3fa|nan
d6142ff1-9326-401d-a38b-8f37541b61b4|human|101a0b9d-2623-428b-0002-7f8347cfc3fa|nan
d67e6802-73e4-4440-af07-5b630b3c9dd8|grapevine|101a0b9d-2623-428b-0071-7f8347cfc3fa|nan
d67e6802-73e4-4440-af07-5b630b3c9dd8|Armstrong 1.30|Statement|fa139ff1-889c-44b3-8627-c7bfb0be1b19
d69d5cf5-13cb-4099-bb9f-5c3548cc6b36|ornament|1646e24b-2aca-46a5-a118-e3c2d8859410|nan
d6db094c-dec9-446f-99f5-4b95096ecb5d|kannweg|101a0b9d-2623-428b-0163-7f8347cfc3fa|9f35b52f-de9b-498a-b346-f2d9bc13d923
d6db094c-dec9-446f-99f5-4b95096ecb5d|kannweg|101a0b9d-2623-428b-0163-7f8347cfc3fa|a0c47acf-6063-4119-96b2-9e7de84217c4
d6db094c-dec9-446f-99f5-4b95096ecb5d|kannweg|101a0b9d-2623-428b-0163-7f8347cfc3fa|b0e8085a-a52c-4915-ba7b-442b7d0db4d8
d6db094c-dec9-446f-99f5-4b95096ecb5d|kannweg|101a0b9d-2623-428b-0163-7f8347cfc3fa|c89a55a4-6487-4546-a49d-58faf8c6350c
d6e9a107-8fd3-484b-84a5-8cc07704d3b8|Löwenstein Übergabe Achills an Chiron|Statement|f203c9a3-d163-42cc-8a9e-47c779b8c15b
d6e9a107-8fd3-484b-84a5-8cc07704d3b8|tree|101a0b9d-2623-428b-0070-7f8347cfc3fa|nan
d6eb05bc-6e9f-41c7-bb1c-b0bd399b8028|Armstrong 6.161/6.162|Statement|5cc95d56-248a-4b1b-8069-8b947c6b66dc
d6eb05bc-6e9f-41c7-bb1c-b0bd399b8028|hound|101a0b9d-2623-428b-0028-7f8347cfc3fa|nan
d6eb05bc-6e9f-41c7-bb1c-b0bd399b8028|hare|101a0b9d-2623-428b-0026-7f8347cfc3fa|nan
d7a73106-e3a3-44ce-a63b-9a38d64ee664|long tunic|101a0b9d-2623-428b-0213-7f8347cfc3fa|nan
d7a73106-e3a3-44ce-a63b-9a38d64ee664|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
d7a73106-e3a3-44ce-a63b-9a38d64ee664|pallium|101a0b9d-2623-428b-0215-7f8347cfc3fa|nan
d7a73106-e3a3-44ce-a63b-9a38d64ee664|Armstrong 8.240|Statement|204decde-22d1-4011-a2ec-d2d27dd1b0a1
d7a73106-e3a3-44ce-a63b-9a38d64ee664|tunic|101a0b9d-2623-428b-0223-7f8347cfc3fa|nan
d7a73106-e3a3-44ce-a63b-9a38d64ee664|Palliatus|4b38fb2b-e0b5-467a-8c67-7d1a090379fb|nan
d7a73106-e3a3-44ce-a63b-9a38d64ee664|Löwenstein weibl. Gewandfigur II|Statement|65aff548-310e-44e4-a4df-5c96c68b9428
d7eb4136-028a-4bb0-9998-83210d55927a|Armstrong 2.40|Statement|cc1df05c-290f-4b47-ab27-57d3b1d1b398
d7eb4136-028a-4bb0-9998-83210d55927a|column|101a0b9d-2623-428b-0187-7f8347cfc3fa|nan
d847e751-aeb7-40da-a1b1-0238e30ee760|fish|101a0b9d-2623-428b-0022-7f8347cfc3fa|nan
d84aeee9-d5d4-4977-8b9e-7c7b3d097c13|fish|101a0b9d-2623-428b-0022-7f8347cfc3fa|nan
d84aeee9-d5d4-4977-8b9e-7c7b3d097c13|Armstrong 5.44|Statement|3ed5dad0-f030-4a12-bcf3-19bed0cc54c9
d85ed954-309e-44ca-ae90-23d871fc6143|palm branch|101a0b9d-2623-428b-0065-7f8347cfc3fa|nan
d85ed954-309e-44ca-ae90-23d871fc6143|Armstrong 3.17|Statement|79fde16f-6bb2-44b9-8d63-5a9cea414f49
d890e628-802e-401f-b347-38f36c91ac14|Löwenstein Geburt des Achilles|Statement|8b3333bc-8131-4e67-98b4-82c5d11365e5
d890e628-802e-401f-b347-38f36c91ac14|Armstrong 9.3A-D|Statement|d88d0b2a-7a69-4e0b-9326-5d7744cb58fd
d890e628-802e-401f-b347-38f36c91ac14|woman|101a0b9d-2623-428b-0004-7f8347cfc3fa|nan
d890e628-802e-401f-b347-38f36c91ac14|Thetis|101a0b9d-2623-428b-0114-7f8347cfc3fa|nan
d890e628-802e-401f-b347-38f36c91ac14|woman|101a0b9d-2623-428b-0004-7f8347cfc3fa|nan
d890e628-802e-401f-b347-38f36c91ac14|kline|101a0b9d-2623-428b-0177-7f8347cfc3fa|nan
d8bc4a43-9f31-42a5-bb31-29ac845066eb|Armstrong 6.43|Statement|ea029623-e35b-4834-9bd5-8717f1c11243
d8bc4a43-9f31-42a5-bb31-29ac845066eb|lioness|101a0b9d-2623-428b-0032-7f8347cfc3fa|nan
d8ca2367-3360-4e23-8172-81024d18027d|curtain|50dddbe4-34be-43bb-8d6b-d60ee19c29f1|nan
d8f0a8aa-d5a0-4fc0-b13d-070f72a7a549|charioteer|101a0b9d-2623-428b-0139-7f8347cfc3fa|nan
d8f0a8aa-d5a0-4fc0-b13d-070f72a7a549|chariot|101a0b9d-2623-428b-0160-7f8347cfc3fa|nan
d8f0a8aa-d5a0-4fc0-b13d-070f72a7a549|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
d8f0a8aa-d5a0-4fc0-b13d-070f72a7a549|Armstrong 7.65|Statement|00c3b889-f470-4243-9c3a-8d8d592e2c82
d8f0a8aa-d5a0-4fc0-b13d-070f72a7a549|horses|101a0b9d-2623-428b-0027-7f8347cfc3fa|nan
d93e1ee3-6c8b-4db7-8c13-84e843e64480|human|101a0b9d-2623-428b-0002-7f8347cfc3fa|nan
d9604fd4-625b-4ace-9e48-1e47a9df211e|blossom|a7b2c650-5e05-41ef-bb97-b3c9c26ccb16|nan
da10f34c-3cdc-4d64-96c0-eb1c646313fe|lioness|101a0b9d-2623-428b-0032-7f8347cfc3fa|nan
da10f34c-3cdc-4d64-96c0-eb1c646313fe|Armstrong 6.43|Statement|ea029623-e35b-4834-9bd5-8717f1c11243
da18ee34-0a65-4218-b068-55d3239dec9e|stake|101a0b9d-2623-428b-0193-7f8347cfc3fa|nan
da18ee34-0a65-4218-b068-55d3239dec9e|woman|101a0b9d-2623-428b-0004-7f8347cfc3fa|nan
da18ee34-0a65-4218-b068-55d3239dec9e|peplos|101a0b9d-2623-428b-0217-7f8347cfc3fa|nan
da18ee34-0a65-4218-b068-55d3239dec9e|Löwenstein Plattenboden: Die Lösung Hectors|Statement|c6d605eb-2ac0-4df8-acca-c176efff9afa
da18ee34-0a65-4218-b068-55d3239dec9e|Briseis|4f26508f-aed6-4211-a90f-0769ac8cbaf7|nan
dab5702b-5ed6-4d43-b418-66f9af2badf3|Armstrong|Statement|nan
dab5702b-5ed6-4d43-b418-66f9af2badf3|Löwenstein männl. Gewandfigur II a|Statement|b1520383-5784-4e75-97c4-aecf5ef97362
dab5702b-5ed6-4d43-b418-66f9af2badf3|Isaac|101a0b9d-2623-428b-0125-7f8347cfc3fa|nan
dab5702b-5ed6-4d43-b418-66f9af2badf3|short-sleeved belted tunic|101a0b9d-2623-428b-0221-7f8347cfc3fa|nan
dab5702b-5ed6-4d43-b418-66f9af2badf3|tunic|101a0b9d-2623-428b-0223-7f8347cfc3fa|nan
dab5702b-5ed6-4d43-b418-66f9af2badf3|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
dad36428-fe7c-486a-9771-e3cc4b6b3703|palm branch|101a0b9d-2623-428b-0065-7f8347cfc3fa|nan
dad36428-fe7c-486a-9771-e3cc4b6b3703|Hayes 5|Statement|nan
dad89bed-929a-4968-8a14-9d66719be323|linked lozenges and triangles|f01c29da-f40d-455a-ab0f-8b6087157e9d|nan
dad89bed-929a-4968-8a14-9d66719be323|Hayes 24 (C´ Ware)|Statement|74039109-64ba-4cab-a9dc-1721ee7d4782
dad89bed-929a-4968-8a14-9d66719be323|medallion|101a0b9d-2623-428b-0246-7f8347cfc3fa|nan
dade297a-67c3-444f-bacc-9244a20febb8|Armstrong 8.198|Statement|2fbd2c58-d1bb-4eb0-9ee7-31a99bc24793
dade297a-67c3-444f-bacc-9244a20febb8|paralytic|101a0b9d-2623-428b-0130-7f8347cfc3fa|nan
dade297a-67c3-444f-bacc-9244a20febb8|bed|101a0b9d-2623-428b-0177-7f8347cfc3fa|nan
dade297a-67c3-444f-bacc-9244a20febb8|short belted tunic|101a0b9d-2623-428b-0219-7f8347cfc3fa|nan
dade297a-67c3-444f-bacc-9244a20febb8|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
dade297a-67c3-444f-bacc-9244a20febb8|tunic|101a0b9d-2623-428b-0223-7f8347cfc3fa|nan
daf776d3-aed9-4747-a3b5-610af82dbb07|lion|101a0b9d-2623-428b-0031-7f8347cfc3fa|nan
db2f901f-9799-4fb1-b1a2-3b643deca388|Hercules|101a0b9d-2623-428b-0091-7f8347cfc3fa|nan
db2f901f-9799-4fb1-b1a2-3b643deca388|Löwenstein Hercules im Kampf mit Mars um die Leiche des Kyknos I|Statement|ebc066c3-bedc-458f-bdcc-c1ef81f005a5
db2f901f-9799-4fb1-b1a2-3b643deca388|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
db2f901f-9799-4fb1-b1a2-3b643deca388|Armstrong 8.104|Statement|7cbe3202-baae-43c2-9453-8760d91b6739
db45ba37-5b0c-4d84-844f-61b103eb995c|blossom|101a0b9d-2623-428b-0232-7f8347cfc3fa|nan
db75be55-2f0f-4f67-abee-181f27aa43eb|Chi Rho|101a0b9d-2623-428b-0234-7f8347cfc3fa|nan
db75be55-2f0f-4f67-abee-181f27aa43eb|Hayes 289A|Statement|nan
dba491ba-0838-469d-ba24-9139a388c4b1|hare|101a0b9d-2623-428b-0026-7f8347cfc3fa|nan
dba491ba-0838-469d-ba24-9139a388c4b1|Armstrong|Statement|nan
dbf96704-6d63-4085-8d10-a7936e978274|Armstrong 3.22|Statement|1ab34b36-5118-4e55-95a6-019472e02243
dbf96704-6d63-4085-8d10-a7936e978274|leaf|101a0b9d-2623-428b-0060-7f8347cfc3fa|nan
dc0c3970-aef9-4bcf-b440-535e0bcc2b2d|Isaac|101a0b9d-2623-428b-0125-7f8347cfc3fa|nan
dc279f89-ba2f-4f94-901f-9b7054799d78|antelope|101a0b9d-2623-428b-0008-7f8347cfc3fa|nan
dc279f89-ba2f-4f94-901f-9b7054799d78|medallion|101a0b9d-2623-428b-0246-7f8347cfc3fa|nan
dc45c6d2-b52a-42a6-8878-df1bdcc9c545|medallion|101a0b9d-2623-428b-0246-7f8347cfc3fa|nan
dc677852-b2fa-4308-8df7-8a998b5c653e|Oceanus|101a0b9d-2623-428b-0102-7f8347cfc3fa|nan
dc677852-b2fa-4308-8df7-8a998b5c653e|mask|101a0b9d-2623-428b-0227-7f8347cfc3fa|nan
dc677852-b2fa-4308-8df7-8a998b5c653e|Armstrong 5.105|Statement|cdcaa862-0302-48c9-af93-ce86f655c357
dcb0832a-07e9-42d9-9b58-59067cfd77db|tunic|101a0b9d-2623-428b-0223-7f8347cfc3fa|nan
dcb0832a-07e9-42d9-9b58-59067cfd77db|Paris|101a0b9d-2623-428b-0107-7f8347cfc3fa|nan
dcb0832a-07e9-42d9-9b58-59067cfd77db|Löwenstein Parisurteil|Statement|5d017266-be52-459a-b188-692c96c08e6f
dcb0832a-07e9-42d9-9b58-59067cfd77db|long-sleeved tunic|4994a185-9ea0-470c-9eda-4c5026463831|nan
dcb0832a-07e9-42d9-9b58-59067cfd77db|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
dcb0832a-07e9-42d9-9b58-59067cfd77db|mantle|101a0b9d-2623-428b-0214-7f8347cfc3fa|nan
dcb0832a-07e9-42d9-9b58-59067cfd77db|phrygian cap|101a0b9d-2623-428b-0218-7f8347cfc3fa|nan
dcf15b30-d3ac-4324-8b85-320141fcd85b|lion|101a0b9d-2623-428b-0031-7f8347cfc3fa|nan
dd309d7e-284b-4d56-be17-f17f908e5d98|triangle|101a0b9d-2623-428b-0253-7f8347cfc3fa|nan
dd367841-f2bd-4004-98a9-bf421f02955f|medallion|101a0b9d-2623-428b-0246-7f8347cfc3fa|nan
dd367841-f2bd-4004-98a9-bf421f02955f|bird|101a0b9d-2623-428b-0011-7f8347cfc3fa|nan
dd367841-f2bd-4004-98a9-bf421f02955f|almond|101a0b9d-2623-428b-0230-7f8347cfc3fa|nan
dd39a03c-0a4d-4243-a47f-b70b9b639d8d|blossom|101a0b9d-2623-428b-0232-7f8347cfc3fa|nan
dd3b5191-5ce8-451b-bc20-fde891280357|Hayes 100|Statement|nan
dd3b5191-5ce8-451b-bc20-fde891280357|lozenges|101a0b9d-2623-428b-0245-7f8347cfc3fa|nan
dd4e0950-8d23-4786-8a8f-0a4efda83595|lionsskin|101a0b9d-2623-428b-0211-7f8347cfc3fa|nan
dd4e0950-8d23-4786-8a8f-0a4efda83595|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
dd4e0950-8d23-4786-8a8f-0a4efda83595|Hercules|101a0b9d-2623-428b-0091-7f8347cfc3fa|nan
dd4e0950-8d23-4786-8a8f-0a4efda83595|Armstrong 8.108|Statement|894ec0bd-823f-47cb-9af6-de565bd3cc46
dd4e0950-8d23-4786-8a8f-0a4efda83595|Löwenstein Hercules VII|Statement|3e69f788-29a0-4edb-8f05-0ade7d455a65
ddff3999-298b-47ca-8d0e-9bd4c33f476a|Armstrong 6.43|Statement|ea029623-e35b-4834-9bd5-8717f1c11243
ddff3999-298b-47ca-8d0e-9bd4c33f476a|lioness|101a0b9d-2623-428b-0032-7f8347cfc3fa|nan
de5b2270-cf02-4a03-bba8-73a9f5652ba3|Armstrong 1.47|Statement|a342b1b4-37ee-4757-b94f-fb5b1ea35b49
de5b2270-cf02-4a03-bba8-73a9f5652ba3|Cantharus|101a0b9d-2623-428b-0178-7f8347cfc3fa|nan
de66412a-4d67-4596-a7bd-6071922415e2|short belted tunic|101a0b9d-2623-428b-0219-7f8347cfc3fa|nan
de66412a-4d67-4596-a7bd-6071922415e2|club|101a0b9d-2623-428b-0162-7f8347cfc3fa|nan
de66412a-4d67-4596-a7bd-6071922415e2|Armstrong 8.119|Statement|f63ca3ef-8c41-4563-b974-fb9b4da4b72e
de66412a-4d67-4596-a7bd-6071922415e2|ax|101a0b9d-2623-428b-0164-7f8347cfc3fa|nan
de66412a-4d67-4596-a7bd-6071922415e2|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
de66412a-4d67-4596-a7bd-6071922415e2|Löwenstein Hercules im Kampf mit der Amazone Hippolyte|Statement|8d07860d-3a50-4f7a-94f4-0dd1f65780af
de66412a-4d67-4596-a7bd-6071922415e2|horse|101a0b9d-2623-428b-0027-7f8347cfc3fa|nan
de66412a-4d67-4596-a7bd-6071922415e2|woman|101a0b9d-2623-428b-0004-7f8347cfc3fa|nan
de66412a-4d67-4596-a7bd-6071922415e2|Hercules|101a0b9d-2623-428b-0091-7f8347cfc3fa|nan
de66412a-4d67-4596-a7bd-6071922415e2|tunic|101a0b9d-2623-428b-0223-7f8347cfc3fa|nan
de66412a-4d67-4596-a7bd-6071922415e2|amazon|0c730394-8637-440c-b43d-a82d2e4e1252|nan
de6937d7-f4b1-498c-aef1-960358919a70|Löwenstein Jahreszeiteneros I|Statement|d943e61e-f410-4b29-9d85-f7814832d74d
de6937d7-f4b1-498c-aef1-960358919a70|erot|101a0b9d-2623-428b-0111-7f8347cfc3fa|nan
de6937d7-f4b1-498c-aef1-960358919a70|Armstrong 8.97|Statement|534d28ab-331d-4f7d-a3d5-177277561728
de746841-8890-4e4f-afc8-e9fd771dcded|Armstrong 7.50|Statement|25920a83-a3bf-44df-a7b7-b0b2cfc8b7e8
de746841-8890-4e4f-afc8-e9fd771dcded|hunter|101a0b9d-2623-428b-0141-7f8347cfc3fa|nan
dea432aa-3750-48f9-94c6-62d74439b9c3|Armstrong 5.60|Statement|2482538a-b10b-41a9-925b-9d0c4f3d89ae
dea432aa-3750-48f9-94c6-62d74439b9c3|dolphin|101a0b9d-2623-428b-0020-7f8347cfc3fa|nan
dec69e7d-761a-4958-85cb-1ef6258cdef8|Hayes 42|Statement|nan
dec69e7d-761a-4958-85cb-1ef6258cdef8|circle line|101a0b9d-2623-428b-0236-7f8347cfc3fa|nan
decd267a-eece-49b2-8458-02edc1f61eae|Armstrong 7.39|Statement|41982ed6-8ddb-4701-bd2f-e2474b708cab
decd267a-eece-49b2-8458-02edc1f61eae|long-sleeved short belted tunic|99c93190-8634-45d5-b588-02e73e7e2c2c|nan
decd267a-eece-49b2-8458-02edc1f61eae|hunter|101a0b9d-2623-428b-0141-7f8347cfc3fa|nan
decd267a-eece-49b2-8458-02edc1f61eae|tunic|101a0b9d-2623-428b-0223-7f8347cfc3fa|nan
df2e7252-62cc-4194-be58-67e851278461|soldier|101a0b9d-2623-428b-0145-7f8347cfc3fa|nan
df2e7252-62cc-4194-be58-67e851278461|Hayes 228|Statement|nan
dff45a9f-88da-455b-8107-f82276119e58|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
e0384ed2-0771-4972-9bda-cfd7ccbb3183|fish|101a0b9d-2623-428b-0022-7f8347cfc3fa|nan
e03f5150-6ccc-4112-b3bc-7dade509025a|Palliatus|4b38fb2b-e0b5-467a-8c67-7d1a090379fb|nan
e03f5150-6ccc-4112-b3bc-7dade509025a|human|101a0b9d-2623-428b-0002-7f8347cfc3fa|nan
e03f5150-6ccc-4112-b3bc-7dade509025a|pallium|101a0b9d-2623-428b-0215-7f8347cfc3fa|nan
e03f5150-6ccc-4112-b3bc-7dade509025a|tunic|101a0b9d-2623-428b-0223-7f8347cfc3fa|nan
e03f5150-6ccc-4112-b3bc-7dade509025a|Armstrong 8.247|Statement|c878660a-1875-4492-a1a7-032a8b775789
e0511e44-17e2-43fd-a87c-dc32c0274e33|ram|101a0b9d-2623-428b-0038-7f8347cfc3fa|nan
e0511e44-17e2-43fd-a87c-dc32c0274e33|sea animal|101a0b9d-2623-428b-0041-7f8347cfc3fa|nan
e0511e44-17e2-43fd-a87c-dc32c0274e33|Löwenstein Seewidder|Statement|753a4403-735b-408c-ab27-7fc8a5d6d55c
e0572cb7-b98e-41e2-a5e9-1cd4fc4b0932|medallion|101a0b9d-2623-428b-0246-7f8347cfc3fa|nan
e0572cb7-b98e-41e2-a5e9-1cd4fc4b0932|palm|101a0b9d-2623-428b-0064-7f8347cfc3fa|nan
e07d7869-54a1-4bdd-b853-59d7d1a93e26|palm branch|101a0b9d-2623-428b-0065-7f8347cfc3fa|nan
e07d7869-54a1-4bdd-b853-59d7d1a93e26|Hayes 4|Statement|nan
e09a6488-ac69-44ae-8982-e8292c2560f6|Atlante 32|Statement|9427cde3-2334-40c2-9a24-da6b1ec29d69
e09a6488-ac69-44ae-8982-e8292c2560f6|wreath|c56a2f63-a6ad-4ce0-a4de-5d996f3d63b7|nan
e09a6488-ac69-44ae-8982-e8292c2560f6|Armstrong 1.72|Statement|927c71a5-1caf-496e-8ebc-824c574176a0
e0b4797e-d031-41b2-8be2-fe9482e90e0c|ram|101a0b9d-2623-428b-0038-7f8347cfc3fa|nan
